"","nr","formulario","time","pidstr","frm2","frm3","frm4","age","female","income","educgrp","cordoba","info","pid","polar","mandate"
"563",563,3,3,0,0,1,0,22,1,7,3,1,1,1,NA,1
"564",564,1,1,NA,0,0,0,64,1,5,3,1,1,0,8,2
"565",565,1,1,NA,0,0,0,45,1,NA,2,1,0,1,NA,1
"566",566,2,1,NA,1,0,0,34,0,6,3,1,0,0,1,1
"567",567,3,2,6,0,1,0,33,1,5,2,1,1,1,NA,2
"568",568,2,2,NA,1,0,0,32,1,5,3,1,0,0,NA,2
"569",569,4,1,8,0,0,1,44,1,2,1,1,0,1,NA,1
"570",570,3,2,NA,0,1,0,20,1,10,3,1,1,0,7,2
"571",571,4,1,10,0,0,1,20,1,3,2,1,0,1,NA,3
"572",572,3,1,NA,0,1,0,28,1,NA,2,1,1,0,0,4
"573",573,1,1,10,0,0,0,80,1,4,1,1,0,1,6,3
"574",574,4,2,NA,0,0,1,84,1,NA,1,1,0,0,NA,NA
"575",575,3,2,NA,0,1,0,28,1,2,2,1,1,0,NA,1
"576",576,2,3,10,1,0,0,84,1,3,2,1,0,1,9,1
"577",577,1,2,7,0,0,0,49,1,3,2,1,0,1,3,4
"578",578,4,2,8,0,0,1,41,1,6,2,1,0,1,NA,1
"579",579,3,2,NA,0,1,0,22,1,4,4,1,0,0,NA,1
"580",580,2,3,NA,1,0,0,70,1,3,1,1,0,0,NA,1
"581",581,2,1,NA,1,0,0,30,0,NA,3,1,1,0,5,1
"582",582,2,3,NA,1,0,0,19,0,NA,3,1,1,0,4,4
"583",583,3,2,NA,0,1,0,61,0,NA,3,1,0,0,7,1
"584",584,4,2,NA,0,0,1,34,1,NA,3,1,1,0,NA,1
"585",585,4,2,NA,0,0,1,51,0,6,2,1,1,0,7,1
"586",586,3,2,NA,0,1,0,83,1,NA,3,1,2,0,NA,3
"587",587,1,2,NA,0,0,0,20,1,7,3,1,1,0,7,1
"588",588,4,2,NA,0,0,1,56,0,6,2,1,1,0,4,4
"589",589,3,2,NA,0,1,0,45,0,NA,3,1,1,0,2,1
"590",590,1,2,NA,0,0,0,27,1,NA,3,1,1,0,NA,3
"591",591,4,2,NA,0,0,1,61,1,NA,3,1,1,0,9,1
"592",592,4,2,NA,0,0,1,18,1,NA,3,1,0,0,NA,NA
"593",593,3,3,5,0,1,0,22,1,5,2,1,0,1,4,2
"594",594,3,2,NA,0,1,0,33,1,NA,4,1,1,0,2,2
"595",595,4,2,7,0,0,1,50,0,4,1,1,0,1,NA,3
"596",596,3,2,NA,0,1,0,47,1,NA,3,1,1,0,7,5
"597",597,2,2,NA,1,0,0,42,1,6,4,1,1,0,5,2
"598",598,2,1,1,1,0,0,71,1,NA,4,1,1,1,7,4
"599",599,1,3,NA,0,0,0,38,0,6,3,1,1,0,7,NA
"600",600,1,1,6,0,0,0,31,0,NA,3,1,2,1,NA,NA
"601",601,3,2,NA,0,1,0,38,1,NA,4,0,0,0,NA,3
"602",602,1,2,NA,0,0,0,32,0,10,3,0,2,0,7,2
"603",603,2,2,NA,1,0,0,64,1,NA,3,0,1,0,9,1
"604",604,2,2,NA,1,0,0,35,1,NA,3,0,1,0,NA,1
"605",605,3,2,NA,0,1,0,67,0,NA,2,0,1,0,1,1
"606",606,1,2,3,0,0,0,72,0,NA,3,0,1,1,6,1
"607",607,4,3,NA,0,0,1,51,1,NA,2,0,0,0,NA,1
"608",608,1,2,NA,0,0,0,32,0,NA,3,0,0,0,0,1
"609",609,2,3,NA,1,0,0,38,1,NA,2,0,1,0,NA,1
"610",610,4,3,NA,0,0,1,42,1,NA,2,0,1,0,6,1
"611",611,3,1,NA,0,1,0,20,0,7,3,0,2,1,4,1
"612",612,4,1,NA,0,0,1,60,1,3,2,0,1,0,NA,2
"613",613,4,2,NA,0,0,1,81,0,5,3,0,1,0,2,1
"614",614,1,1,NA,0,0,0,51,1,NA,3,0,1,0,5,1
"615",615,1,1,NA,0,0,0,42,1,5,4,0,1,0,9,1
"616",616,2,1,NA,1,0,0,NA,1,10,4,0,1,0,3,1
"617",617,2,1,10,1,0,0,32,1,5,4,0,1,1,4,2
"618",618,3,1,NA,0,1,0,84,1,3,2,0,0,0,NA,1
"619",619,3,1,NA,0,1,0,65,0,7,4,0,2,0,5,1
"620",620,4,1,8,0,0,1,42,1,10,4,0,2,1,7,4
"621",621,1,1,6,0,0,0,29,0,5,4,0,2,0,6,2
"622",622,1,1,NA,0,0,0,45,1,5,2,0,1,0,NA,2
"623",623,2,1,NA,1,0,0,66,0,NA,2,0,1,1,NA,1
"624",624,3,1,NA,0,1,0,45,1,5,3,0,0,0,NA,1
"625",625,2,3,10,1,0,0,85,1,5,4,0,0,1,NA,2
"626",626,1,1,NA,0,0,0,58,1,NA,2,0,0,0,NA,1
"627",627,4,2,NA,0,0,1,43,1,5,3,0,1,0,NA,2
"628",628,3,3,NA,0,1,0,24,0,5,3,0,2,0,8,4
"629",629,3,2,4,0,1,0,20,0,5,2,0,1,1,NA,2
"630",630,4,1,NA,0,0,1,23,0,6,4,0,1,0,NA,1
"631",631,1,2,NA,0,0,0,23,0,NA,3,0,2,0,NA,3
"632",632,3,2,7,0,1,0,75,1,10,3,0,2,1,4,2
"633",633,3,1,9,0,1,0,53,0,5,3,0,2,1,10,5
"634",634,3,2,4,0,1,0,42,0,7,3,0,2,1,6,2
"635",635,4,1,10,0,0,1,58,1,10,4,0,2,1,7,3
"636",636,4,1,NA,0,0,1,80,0,10,4,0,2,0,10,3
"637",637,4,1,5,0,0,1,65,1,4,3,0,1,NA,8,NA
"638",638,2,2,10,1,0,0,25,0,8,3,0,1,1,10,1
"639",639,1,1,8,0,0,0,59,1,10,4,0,1,1,10,2
"640",640,2,2,10,1,0,0,46,0,NA,4,0,2,1,10,1
"641",641,3,3,NA,0,1,0,78,0,3,2,0,1,0,2,1
"642",642,4,2,8,0,0,1,62,0,5,2,0,1,1,7,1
"643",643,2,3,NA,1,0,0,40,0,4,2,0,1,0,0,1
"644",644,3,2,NA,0,1,0,46,0,5,3,0,2,0,5,2
"645",645,1,1,9,0,0,0,42,0,6,3,0,1,1,7,2
"646",646,3,2,NA,0,1,0,63,1,5,3,0,0,0,2,2
"647",647,1,1,10,0,0,0,52,1,5,3,0,2,1,6,1
"648",648,4,2,NA,0,0,1,24,1,NA,3,0,1,0,2,1
"649",649,2,3,NA,1,0,0,26,0,4,2,0,1,0,7,1
"650",650,3,3,NA,0,1,0,28,1,3,2,0,1,0,3,1
"651",651,1,3,NA,0,0,0,62,0,4,2,0,1,0,NA,1
"652",652,2,1,8,1,0,0,42,0,5,3,0,1,1,5,2
"653",653,3,1,10,0,1,0,77,1,3,1,0,2,1,NA,1
"654",654,4,1,NA,0,0,1,33,0,4,3,0,0,0,5,1
"655",655,1,1,NA,0,0,0,39,1,3,3,0,1,0,NA,1
"656",656,2,1,10,1,0,0,42,0,5,2,0,1,1,5,4
"657",657,3,3,2,0,1,0,31,0,4,4,0,1,1,NA,2
"658",658,4,3,7,0,0,1,53,1,5,3,0,1,1,6,1
"659",659,1,1,NA,0,0,0,24,0,2,2,0,1,0,7,1
"660",660,2,2,9,1,0,0,49,1,3,3,0,1,1,NA,1
"661",661,3,1,NA,0,1,0,44,1,3,4,0,2,0,2,1
"662",662,4,1,NA,0,0,1,24,1,5,3,0,0,0,NA,1
"663",663,1,1,4,0,0,0,22,1,4,3,0,1,1,NA,1
"664",664,2,1,9,1,0,0,28,1,5,3,0,0,1,8,1
"665",665,3,2,NA,0,1,0,33,0,5,3,0,1,0,NA,4
"666",666,1,6,NA,0,0,0,48,1,6,3,0,2,0,5,1
"667",667,2,2,8,1,0,0,56,0,NA,3,0,2,1,8,3
"668",668,1,1,10,0,0,0,37,1,5,4,0,2,1,4,4
"669",669,2,3,NA,1,0,0,22,1,NA,3,0,2,0,2,5
"670",670,4,1,NA,0,0,1,62,1,8,2,0,1,0,NA,1
"671",671,2,1,8,1,0,0,44,1,NA,3,0,1,1,NA,1
"672",672,3,1,NA,0,1,0,39,0,10,4,0,2,0,8,1
"673",673,1,1,NA,0,0,0,75,1,4,2,0,1,0,4,1
"674",674,3,1,6,0,1,0,82,0,2,1,0,0,1,10,5
"675",675,4,1,NA,0,0,1,20,0,9,3,0,2,0,6,2
"676",676,2,2,NA,1,0,0,79,1,5,3,0,2,0,NA,1
"677",677,1,2,8,0,0,0,59,1,NA,3,0,2,1,8,1
"678",678,3,2,NA,0,1,0,57,1,3,2,0,1,0,NA,1
"679",679,4,3,NA,0,0,1,39,1,NA,4,0,1,0,NA,1
"680",680,1,1,NA,0,0,0,55,1,6,2,0,1,0,NA,1
"681",681,2,3,9,1,0,0,55,1,5,3,0,2,1,10,1
"682",682,3,1,NA,0,1,0,42,1,3,2,0,0,0,NA,1
"683",683,2,1,8,1,0,0,52,1,2,2,0,1,1,NA,2
"684",684,4,3,NA,0,0,1,31,1,4,3,0,1,0,NA,1
"685",685,4,1,NA,0,0,1,55,1,6,3,0,1,0,NA,1
"686",686,1,1,NA,0,0,0,25,1,NA,3,0,0,0,NA,1
"687",687,3,1,NA,0,1,0,38,0,6,2,0,1,0,9,1
"688",688,2,1,NA,1,0,0,76,0,3,2,0,0,0,NA,1
"689",689,1,2,NA,0,0,0,20,1,5,3,0,1,0,NA,2
"690",690,3,2,NA,0,1,0,27,0,5,2,0,1,0,5,1
"691",691,1,1,10,0,0,0,53,0,8,3,0,2,1,7,4
"692",692,2,2,3,1,0,0,37,1,5,2,0,1,1,NA,3
"693",693,3,1,8,0,1,0,36,0,2,2,0,2,1,4,1
"694",694,4,3,8,0,0,1,50,0,9,3,0,1,1,4,3
"695",695,4,3,7,0,0,1,48,1,3,3,0,2,1,4,1
"696",696,2,2,NA,1,0,0,40,1,5,2,0,1,0,5,2
"697",697,3,2,NA,0,1,0,42,0,5,3,0,1,0,3,1
"698",698,4,1,NA,0,0,1,54,0,7,3,0,2,0,7,4
"699",699,1,2,NA,0,0,0,19,1,NA,2,0,1,0,5,1
"700",700,1,1,NA,0,0,0,29,1,5,3,0,0,0,NA,1
"701",701,2,2,NA,1,0,0,50,1,5,3,0,1,0,8,1
"702",702,3,1,NA,0,1,0,32,0,6,3,0,2,0,5,1
"703",703,4,1,8,0,0,1,74,1,4,3,0,1,1,NA,1
"704",704,1,1,8,0,0,0,60,1,7,4,0,1,1,8,2
"705",705,2,2,9,1,0,0,23,0,3,3,0,0,1,2,1
"706",706,3,1,NA,0,1,0,74,0,3,2,0,2,0,NA,1
"707",707,4,2,7,0,0,1,45,0,8,3,0,2,0,6,2
"708",708,1,3,8,0,0,0,65,1,4,2,0,0,1,9,1
"709",709,2,2,NA,1,0,0,23,1,8,3,0,2,1,NA,2
"710",710,4,2,7,0,0,1,26,0,5,2,0,1,1,10,2
"711",711,3,2,NA,0,1,0,55,0,4,2,0,0,0,6,1
"712",712,1,1,NA,0,0,0,61,0,1,3,0,2,0,8,1
"713",713,4,3,7,0,0,1,40,1,10,4,0,2,1,4,1
"714",714,4,1,NA,0,0,1,27,0,4,3,0,1,0,3,1
"715",715,1,1,5,0,0,0,20,0,NA,4,0,1,1,10,1
"716",716,2,1,5,1,0,0,18,1,NA,3,0,0,1,4,1
"717",717,2,2,NA,1,0,0,34,1,5,4,0,1,0,6,1
"718",718,3,1,NA,0,1,0,70,0,NA,2,0,1,0,10,1
"719",719,3,2,8,0,1,0,71,0,10,4,0,2,1,6,2
"720",720,1,1,10,0,0,0,66,1,2,2,0,0,1,NA,1
"721",721,2,1,10,1,0,0,44,0,NA,2,0,0,1,10,1
"722",722,3,2,NA,0,1,0,50,0,7,3,0,2,0,4,3
"723",723,4,2,NA,0,0,1,47,0,NA,3,0,1,0,NA,1
"724",724,1,2,10,0,0,0,71,1,2,1,0,0,1,NA,3
"725",725,2,1,NA,1,0,0,49,1,NA,2,0,1,0,NA,1
"726",726,3,2,NA,0,1,0,46,1,5,2,0,2,0,NA,1
"727",727,4,1,NA,0,0,1,60,0,NA,3,0,2,0,NA,1
"728",728,1,1,NA,0,0,0,68,1,2,2,0,0,0,NA,1
"729",729,2,1,NA,1,0,0,37,1,NA,3,0,1,0,10,1
"730",730,3,1,7,0,1,0,23,0,6,3,0,2,1,8,1
"731",731,4,1,NA,0,0,1,68,0,2,2,0,0,0,NA,1
"732",732,1,1,NA,0,0,0,46,1,4,2,0,2,0,5,1
"733",733,2,1,NA,1,0,0,45,1,4,3,0,2,0,1,1
"734",734,3,2,NA,0,1,0,63,1,5,3,0,1,0,NA,1
"735",735,4,2,5,0,0,1,68,0,NA,3,0,1,1,NA,2
"736",736,1,3,NA,0,0,0,39,1,NA,3,0,1,0,7,1
"737",737,2,2,NA,1,0,0,70,0,4,2,0,1,0,NA,1
"738",738,3,3,NA,0,1,0,58,1,4,2,0,0,0,3,NA
"739",739,4,2,8,0,0,1,66,1,NA,2,0,1,1,NA,1
"740",740,2,2,NA,1,0,0,24,1,4,3,0,1,0,8,1
"741",741,1,1,NA,0,0,0,48,0,NA,2,0,1,0,2,2
"742",742,2,1,NA,1,0,0,NA,1,NA,2,0,1,0,1,1
"743",743,3,1,4,0,1,0,41,1,3,2,0,0,1,6,1
"744",744,4,1,NA,0,0,1,39,1,3,2,0,0,0,NA,1
"745",745,4,1,NA,0,0,1,37,1,5,2,0,0,1,NA,1
"746",746,1,1,5,0,0,0,57,0,5,3,0,2,1,NA,1
"747",747,3,2,8,0,1,0,76,1,5,1,0,1,1,6,2
"748",748,1,1,4,0,0,0,24,1,3,2,0,0,1,3,1
"749",749,2,2,9,1,0,0,24,1,10,2,0,1,1,4,1
"750",750,3,1,4,0,1,0,64,1,NA,2,0,0,1,5,1
"751",751,2,2,NA,1,0,0,55,0,8,2,0,1,0,3,1
"752",752,3,1,NA,0,1,0,31,1,10,3,0,1,0,5,1
"753",753,4,1,NA,0,0,1,50,1,4,2,0,0,0,NA,1
"754",754,3,2,NA,0,1,0,44,1,4,2,0,0,0,2,1
"755",755,4,1,NA,0,0,1,26,1,4,2,0,0,0,9,1
"756",756,1,1,NA,0,0,0,62,0,NA,1,0,2,0,NA,1
"757",757,4,3,NA,0,0,1,21,1,3,3,0,0,0,3,1
"758",758,1,1,NA,0,0,0,81,1,4,2,0,0,0,NA,NA
"759",759,2,1,NA,1,0,0,39,1,8,4,0,1,0,7,1
"760",760,2,1,NA,1,0,0,68,1,2,1,0,0,0,NA,1
"761",761,1,1,NA,0,0,0,33,1,4,3,0,0,0,2,1
"762",762,1,1,8,0,0,0,71,0,5,2,0,1,1,5,1
"763",763,2,3,NA,1,0,0,59,0,5,2,0,1,0,NA,1
"764",764,2,1,NA,1,0,0,40,1,5,4,0,1,0,NA,1
"765",765,3,2,NA,0,1,0,42,1,NA,3,0,1,0,NA,1
"766",766,4,2,10,0,0,1,84,0,6,2,0,2,1,4,3
"767",767,4,3,8,0,0,1,47,1,10,4,0,1,0,NA,1
"768",768,3,1,NA,0,1,0,27,0,2,2,0,0,0,2,1
"769",769,1,1,NA,0,0,0,69,0,3,1,0,1,0,2,1
"770",770,3,3,4,0,1,0,35,0,6,2,0,0,1,0,1
"771",771,1,2,NA,0,0,0,60,1,7,1,0,1,0,5,1
"772",772,4,1,3,0,0,1,38,1,5,2,0,1,1,7,1
"773",773,4,3,8,0,0,1,23,1,4,2,0,0,1,7,1
"774",774,2,3,NA,1,0,0,39,0,NA,2,0,0,0,5,1
"775",775,1,1,3,0,0,0,30,1,5,2,0,1,1,6,1
"776",776,2,2,7,1,0,0,37,0,4,2,0,0,1,NA,1
"777",777,3,2,NA,0,1,0,52,0,4,3,0,1,0,8,1
"778",778,3,1,4,0,1,0,37,0,7,3,0,1,1,3,NA
"779",779,4,3,NA,0,0,1,29,0,7,2,0,0,0,2,4
"780",780,1,1,NA,0,0,0,23,1,4,3,0,1,0,NA,5
"781",781,2,1,NA,1,0,0,70,1,4,3,0,1,0,NA,1
"782",782,1,1,NA,0,0,0,42,0,4,3,0,1,0,6,1
"783",783,3,3,NA,0,1,0,71,1,5,3,0,2,0,3,1
"784",784,4,1,10,0,0,1,23,0,5,3,0,2,1,0,2
"785",785,2,1,NA,1,0,0,39,0,3,2,0,1,0,8,1
"786",786,3,1,NA,0,1,0,46,1,8,4,0,2,0,1,2
"787",787,4,3,NA,0,0,1,23,1,NA,3,0,1,0,NA,1
"788",788,1,2,NA,0,0,0,55,1,5,2,0,1,0,3,2
"789",789,2,1,NA,1,0,0,67,1,4,2,0,1,0,6,1
"790",790,4,1,NA,0,0,1,55,0,NA,2,0,2,0,1,1
"791",791,1,1,NA,0,0,0,54,0,3,2,0,1,0,6,1
"792",792,2,3,7,1,0,0,26,0,5,3,0,1,1,6,2
"793",793,4,3,NA,0,0,1,27,1,9,3,0,1,0,NA,1
"794",794,3,3,4,0,1,0,64,1,NA,4,0,2,1,5,3
"795",795,4,3,10,0,0,1,51,1,7,2,0,0,1,8,1
"796",796,3,2,NA,0,1,0,44,1,NA,4,0,1,0,4,3
"797",797,3,2,NA,0,1,0,56,1,5,2,0,1,0,2,1
"798",798,1,1,NA,0,0,0,28,1,3,3,0,0,0,NA,1
"799",799,2,3,NA,1,0,0,65,1,2,2,0,0,0,NA,1
"800",800,1,1,NA,0,0,0,30,1,7,2,0,1,0,10,1
"801",801,3,2,NA,0,1,0,50,1,NA,1,0,1,0,NA,1
"802",802,3,1,NA,0,1,0,77,1,4,1,0,0,0,NA,1
"803",803,1,1,NA,0,0,0,29,1,4,2,0,0,0,0,1
"804",804,3,1,NA,0,1,0,45,0,NA,2,0,1,0,NA,1
"805",805,2,2,6,1,0,0,47,1,3,2,0,1,1,NA,1
"806",806,4,2,NA,0,0,1,59,1,3,1,0,0,0,NA,1
"807",807,4,1,NA,0,0,1,34,1,5,3,0,2,0,NA,2
"808",808,2,1,7,1,0,0,58,0,NA,3,0,1,1,3,2
"809",809,4,2,NA,0,0,1,34,0,NA,2,0,1,0,NA,1
"810",810,1,1,NA,0,0,0,43,1,3,3,0,1,0,NA,2
"811",811,1,1,NA,0,0,0,62,1,3,2,0,0,0,NA,2
"812",812,3,2,NA,0,1,0,34,1,2,2,0,0,0,NA,1
"813",813,1,2,NA,0,0,0,63,1,8,2,0,2,0,7,1
"814",814,3,1,NA,0,1,0,19,0,4,3,0,0,0,NA,NA
"815",815,2,1,NA,1,0,0,43,1,6,4,0,1,0,NA,2
"816",816,2,2,NA,1,0,0,29,1,NA,1,0,2,0,NA,2
"817",817,4,1,NA,0,0,1,36,1,7,2,0,0,0,NA,3
"818",818,2,2,NA,1,0,0,46,0,5,2,0,1,0,NA,1
"819",819,4,1,NA,0,0,1,74,0,4,1,0,0,0,NA,2
"820",820,1,2,8,0,0,0,42,1,4,4,0,2,1,NA,3
"821",821,1,2,NA,0,0,0,32,1,6,3,0,0,0,10,1
"822",822,4,1,NA,0,0,1,48,1,8,4,0,2,0,2,1
"823",823,1,1,7,0,0,0,20,1,NA,4,0,0,1,3,3
"824",824,3,1,10,0,1,0,55,1,3,1,0,1,1,NA,1
"825",825,2,3,NA,1,0,0,42,1,8,3,0,1,0,6,1
"826",826,3,1,NA,0,1,0,43,1,9,4,0,1,0,6,1
"827",827,2,3,NA,1,0,0,56,1,5,2,0,1,0,10,1
"828",828,2,1,6,1,0,0,53,1,5,2,0,1,1,3,1
"829",829,4,1,NA,0,0,1,60,1,NA,2,0,1,0,NA,5
"830",830,3,2,NA,0,1,0,46,1,5,2,0,0,0,NA,1
"831",831,4,1,NA,0,0,1,33,1,6,1,0,0,0,NA,3
"832",832,1,1,NA,0,0,0,34,0,5,2,0,1,0,6,1
"833",833,2,2,7,1,0,0,36,0,3,2,0,0,1,7,4
"834",834,3,2,NA,0,1,0,58,1,5,2,0,1,0,NA,1
"835",835,4,1,4,0,0,1,34,0,6,2,0,1,1,NA,3
"836",836,3,3,NA,0,1,0,24,1,5,2,0,2,0,8,2
"837",837,2,2,NA,1,0,0,38,0,NA,2,0,0,0,NA,1
"838",838,3,2,NA,0,1,0,42,1,4,2,0,0,0,NA,2
"839",839,4,2,NA,0,0,1,24,1,5,1,0,0,0,NA,1
"840",840,1,3,NA,0,0,0,77,1,NA,2,0,2,0,4,1
"841",841,2,3,9,1,0,0,54,1,3,2,0,1,1,NA,1
"842",842,3,2,10,0,1,0,65,1,NA,2,0,1,1,7,2
"843",843,4,1,NA,0,0,1,55,1,NA,4,0,1,0,NA,1
"844",844,1,1,NA,0,0,0,75,1,4,2,0,2,0,7,1
"845",845,2,3,10,1,0,0,58,0,6,2,0,2,1,9,2
"846",846,3,3,NA,0,1,0,46,0,NA,2,0,1,0,4,1
"847",847,4,1,NA,0,0,1,50,0,NA,2,0,2,0,NA,1
"848",848,1,1,9,0,0,0,63,1,2,2,0,0,1,4,1
"849",849,2,1,NA,1,0,0,28,1,8,4,0,1,0,NA,5
"850",850,3,1,8,0,1,0,60,0,7,2,0,0,1,6,2
"851",851,3,1,NA,0,1,0,25,1,NA,3,0,1,0,NA,1
"852",852,4,1,NA,0,0,1,49,1,3,2,0,0,0,NA,1
"853",853,1,2,NA,0,0,0,47,0,6,3,0,0,0,7,1
"854",854,4,2,6,0,0,1,46,0,4,2,0,1,1,NA,1
"855",855,4,1,NA,0,0,1,109,1,3,2,0,0,0,1,1
"856",856,1,1,NA,0,0,0,49,0,4,2,0,2,0,6,1
"857",857,2,2,9,1,0,0,33,1,4,2,0,1,1,9,2
"858",858,2,1,NA,1,0,0,20,1,5,3,0,1,0,8,1
"859",859,3,1,NA,0,1,0,52,1,3,1,0,1,0,NA,1
"860",860,3,3,3,0,1,0,18,1,NA,2,0,0,1,6,NA
"861",861,4,3,8,0,0,1,36,0,8,4,0,2,1,4,4
"862",862,1,1,6,0,0,0,30,1,3,3,0,0,1,9,2
"863",863,2,3,NA,1,0,0,35,1,3,3,0,1,0,NA,3
"864",864,3,2,NA,0,1,0,49,0,3,2,0,1,0,NA,2
"865",865,4,1,NA,0,0,1,20,1,5,3,0,1,0,NA,1
"866",866,1,1,8,0,0,0,52,0,2,1,0,0,1,NA,4
"867",867,2,2,7,1,0,0,67,1,NA,3,0,1,1,NA,1
"868",868,3,1,NA,0,1,0,26,0,5,3,0,2,0,4,2
"869",869,4,1,NA,0,0,1,19,1,4,3,0,1,0,5,5
"870",870,1,1,9,0,0,0,60,1,3,1,0,1,1,10,1
"871",871,4,2,NA,0,0,1,39,1,7,2,0,0,0,7,2
"872",872,4,1,NA,0,0,1,80,0,10,4,0,2,0,10,3
"873",873,3,2,6,0,1,0,60,1,5,4,0,2,1,6,1
"874",874,1,3,10,0,0,0,41,0,6,2,0,2,1,5,3
"875",875,4,1,NA,0,0,1,70,1,3,1,0,1,0,NA,2
"876",876,3,2,NA,0,1,0,56,1,4,2,0,0,0,0,1
"877",877,2,2,10,1,0,0,69,1,4,1,0,2,1,NA,1
"878",878,1,1,NA,0,0,0,70,0,4,1,0,0,0,2,1
"879",879,2,2,NA,1,0,0,30,0,6,3,0,1,0,NA,1
"880",880,3,3,NA,0,1,0,50,1,4,3,0,0,0,NA,1
"881",881,4,2,7,0,0,1,31,0,NA,4,0,1,1,0,2
"882",882,1,2,NA,0,0,0,49,0,NA,3,0,1,0,8,1
"883",883,2,1,NA,1,0,0,63,1,NA,1,0,0,0,NA,NA
"884",884,3,3,NA,0,1,0,40,1,2,2,0,0,0,4,1
"885",885,4,1,NA,0,0,1,22,1,3,2,0,0,0,NA,1
"886",886,1,2,NA,0,0,0,19,0,NA,3,0,1,0,4,4
"887",887,2,3,8,1,0,0,28,1,NA,2,0,0,1,NA,1
"888",888,3,1,NA,0,1,0,20,0,4,2,0,0,0,7,1
"889",889,4,2,NA,0,0,1,25,0,NA,2,0,1,0,4,1
"890",890,1,2,10,0,0,0,69,0,3,1,0,0,1,NA,1
"891",891,1,2,9,0,0,0,71,1,5,1,0,0,1,10,1
"892",892,3,1,8,0,1,0,75,0,2,1,0,2,1,NA,1
"893",893,1,1,9,0,0,0,39,1,6,3,0,1,1,5,2
"894",894,2,2,NA,1,0,0,36,1,5,2,0,1,0,5,1
"895",895,2,2,8,1,0,0,60,1,NA,2,0,1,1,NA,4
"896",896,4,1,9,0,0,1,46,1,5,4,0,1,1,5,2
"897",897,2,2,9,1,0,0,38,1,10,3,0,1,1,NA,2
"898",898,3,1,NA,0,1,0,29,1,3,2,0,0,0,NA,1
"899",899,4,1,NA,0,0,1,35,1,5,NA,0,1,0,NA,1
"900",900,1,3,5,0,0,0,36,0,3,2,0,1,1,9,1
"901",901,1,2,NA,0,0,0,31,1,NA,3,0,1,0,NA,3
"902",902,4,1,NA,0,0,1,47,0,3,2,0,2,0,0,5
"903",903,2,2,8,1,0,0,19,0,6,2,0,0,1,5,5
"904",904,2,3,10,1,0,0,51,1,NA,1,0,0,1,NA,1
"905",905,2,3,NA,1,0,0,26,1,NA,4,0,1,0,8,1
"906",906,3,2,NA,0,1,0,31,1,2,2,0,0,0,NA,1
"907",907,1,1,NA,0,0,0,30,1,NA,4,0,1,0,NA,5
"908",908,4,1,7,0,0,1,67,1,2,2,0,1,1,3,1
"909",909,3,2,NA,0,1,0,51,1,5,1,0,1,0,NA,1
"910",910,1,3,6,0,0,0,56,0,4,2,0,0,1,6,1
"911",911,2,2,NA,1,0,0,46,1,5,3,0,1,0,5,1
"912",912,4,2,9,0,0,1,83,0,NA,2,0,2,1,7,1
"913",913,3,2,NA,0,1,0,53,1,9,3,0,0,0,3,1
"914",914,1,2,8,0,0,0,24,0,NA,3,0,1,1,6,1
"915",915,2,1,NA,1,0,0,58,1,5,3,0,1,0,7,1
"916",916,3,3,NA,0,1,0,38,0,4,3,0,1,0,3,1
"917",917,3,3,7,0,1,0,77,1,NA,3,0,2,1,8,1
"918",918,4,3,NA,0,0,1,40,1,NA,3,0,1,0,NA,1
"919",919,4,3,NA,0,0,1,49,0,4,3,0,1,0,NA,1
"920",920,1,3,NA,0,0,0,27,1,4,3,0,0,0,2,3
"921",921,1,1,NA,0,0,0,27,1,3,2,0,0,0,NA,4
"922",922,4,2,8,0,0,1,31,1,5,4,0,1,1,NA,1
"923",923,2,3,NA,1,0,0,24,1,5,3,0,1,0,7,1
"924",924,2,1,7,1,0,0,39,0,NA,1,0,0,1,8,1
"925",925,1,2,NA,0,0,0,26,1,4,3,0,0,0,8,NA
"926",926,3,3,4,0,1,0,22,0,5,2,0,0,1,3,4
"927",927,3,1,NA,0,1,0,30,1,4,2,0,1,0,NA,1
"928",928,2,2,6,1,0,0,23,1,3,3,0,1,1,3,1
"929",929,4,1,NA,0,0,1,77,0,3,2,0,2,0,5,3
"930",930,2,2,9,1,0,0,56,0,NA,3,0,0,1,2,2
"931",931,1,1,10,0,0,0,33,1,10,4,0,1,1,2,2
"932",932,2,1,NA,1,0,0,34,0,7,3,0,2,0,0,1
"933",933,1,1,NA,0,0,0,32,0,NA,4,0,2,0,0,1
"934",934,3,2,NA,0,1,0,18,1,5,2,0,1,0,4,1
"935",935,4,3,NA,0,0,1,47,1,5,3,0,1,0,4,1
"936",936,3,1,5,0,1,0,74,1,6,2,0,1,1,NA,5
"937",937,2,3,10,1,0,0,39,1,5,4,0,1,1,NA,3
"938",938,4,3,NA,0,0,1,73,1,5,2,0,2,0,3,2
"939",939,1,1,NA,0,0,0,34,1,7,4,0,1,0,NA,2
"940",940,3,1,7,0,1,0,49,0,4,2,0,0,1,10,1
"941",941,4,3,NA,0,0,1,35,1,2,2,0,0,0,10,1
"942",942,1,1,8,0,0,0,65,1,NA,2,0,0,1,NA,NA
"943",943,1,1,7,0,0,0,23,1,6,3,0,0,1,5,1
"944",944,2,1,10,1,0,0,57,1,6,2,0,0,1,8,3
"945",945,3,3,NA,0,1,0,23,1,10,3,0,0,0,5,3
