country,countrycode,party,prtylab,prty,year,elcounter,votes,seats,newperc,newsuccess,performance,treat,trperf,dissolved,merged,duration,duration2,electparticipated,whyend,whyenddetail,assembly,Dur,PM,DurPM,Last,DurLast,ToG,PmLast,threshold,elcounter2,established,established2,established3,established4,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,meanthr,newperc1,newperc2,over,newsuccess2,newsuccess3,newsuccess4,newsuccess5,elcounter3,votes2,survival,surv2,surv3,surv4,surv5,alwaystakers,nevertakers,newvotes,newdown,min,max,possible,maxpot,actual,idl5,valid20,valid25,valid30,valid35,valid50,valid70,problems,perfsq,perfcb,perffrth,trperfsq,trperfcb,trperffrth,treated,cntr1,cntr2,cntr3,cntr4,cntr5,cntr6,cntr7,cntr8,cntr9,cntr10,cntr11,cntr12,cntr13,cntr14,cntr15,cntr16,cntr17,cntr18,cntr19,cntr20,cntr21,cntr22,cntr23,cntr24,cntr25,cntr26,cntr27,cntr28,cntr29,cntr30,cntr31,cntr32,cntr33,cntr34,cntr35,cntr36,cntr37,cntr38,newperc1plup20,newperc2plup20,validplup20,perfplaceboup20,newtrplaceboup20,perftrplaceboup20,newperc1plup25,newperc2plup25,validplup25,perfplaceboup25,newtrplaceboup25,perftrplaceboup25,newperc1plup30,newperc2plup30,validplup30,perfplaceboup30,newtrplaceboup30,perftrplaceboup30,newperc1plup35,newperc2plup35,validplup35,perfplaceboup35,newtrplaceboup35,perftrplaceboup35,newperc1pldw20,newperc2pldw20,validpldw20,perfplacebodw20,newtrplacebodw20,perftrplacebodw20,newperc1pldw25,newperc2pldw25,validpldw25,perfplacebodw25,newtrplacebodw25,perftrplacebodw25,newperc1pldw30,newperc2pldw30,validpldw30,perfplacebodw30,newtrplacebodw30,perftrplacebodw30,newperc1pldw35,newperc2pldw35,validpldw35,perfplacebodw35,newtrplacebodw35,perftrplacebodw35,parlpower,parl,lagnewperc,priorparl,priorparl2,priorvts,newsuccessall,thr1,thr2,thr3,thr4,thr5,thr6,thr7,thr8,thr9,thr10,thr11,thr12,thr13,thr14,thr15,parlpowertr,parlpowerperf,parpowerptrpref,validprg,esttr,estperf,estperftr,seatstr,seatsperf,seatstrpref,oldparty,stf,arm,rum,bul,cr,aus,latv,germ,uk,denm,rs,tk,hung,nor,gr,sw,is,slov,cz,alb,it,neth,cyp,lith,bol,peru,est,few20,few25,few30,few35,big,r35,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,validIK,validIKnew,validIKover,validIKh,newperc1pldwIKh,newperc2pldwIKh,validpldwIKh,perfplacebodwIKh,newtrplacebodwIKh,perftrplacebodwIKh,validIKoverN,validIKoverN_New,validIKoverN_NewHalf,validIKoverN_New_Pl,newperc1plupIK_Over,newperc2plupIK_Over,validIKoverNh,validIKnewN,validIKnewNh,validpldwIKov,perfplacebodwIK,newtrplacebodwIK,perftrplacebodwIK,perfplacebodwIK_2,newtrplacebodwIK_2,perftrplacebodwIK_2,perfplaceboupIK,newtrplaceboupIK,perftrplaceboupIK,perfplaceboupIK_2,newtrplaceboupIK_2,perftrplaceboupIK_2,newperc1plup50,newperc2plup50,validplup50,newperc1pldw50,newperc2pldw50,validpldw50,validpldwIK_gr,newperc1pldwIK_gr,newperc2pldwIK_gr,validplupIK_gr,newperc1plupIK_gr,newperc2plupIK_gr,validplupIK_gr_Over,newperc1plupIK_gr_Over,newperc2plupIK_gr_Over,validSuccessHalfPlUP,perfplaceboupIKhalf,newtrplaceboupIKhalf,validSuccessHalfPlDW,perfplacebodwIKhalf,newtrplacebodwIKhalf,validSuccessHalfPlUP_ov,perfplaceboupIKhalf_ov,newtrplaceboupIKhalf_ov,validSuccessHalfPlDW_ov,perfplacebodwIKhalf_ov,newtrplacebodwIKhalf_ov,oldsuccess,oldover,validtestIK,perftestIK,trtest,perftrtest,validtestIKup,perftestIKup,trtestup,perftrtestup,trpl,trplperf,newalw,validIKdur,elcounter5,validIKoverN_NewHalf_Pl_Below,perfplacebodwIKhalf_Over_New,newtrplacebodwIKhalf_Over_New,inter_over_new_dw_pl,validIKoverN_NewHalf_Pl_UP,perfplaceboupIKhalf_Over_New,newtrplaceboupIKhalf_Over_New,inter_over_new_up_pl,withingroupdown,withingrouptrdown,inter_withon_down,withingroupup,withingrouptrup,inter_withon_up,newalw2,idid3,newnew,new2
Greece,11,PASOK,PASOK,150,2007,5,38.1,102,44.58691,51.39782,41.07613,1,41.07613,0,0,1,1,5,,,300,,,,,,,,3,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,44.58691,0,,,,,6,43.92,1,,,,,0,0,43.92,,1,6,6,6,6,6,0,0,0,0,0,0,0,1687.248,69305.62,2846806,1687.248,69305.62,2846806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44.58691,0,40.37397,1,40.37397,,44.58691,0,40.19843,1,40.19843,,44.58691,0,40.02289,1,40.02289,,44.58691,0,39.84735,1,39.84735,,44.58691,0,41.77828,1,41.77828,,44.58691,0,41.95382,1,41.95382,,44.58691,0,42.12936,1,42.12936,,44.58691,0,42.3049,1,42.3049,0.34,117,47.39553,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34,13.96588,13.96588,0,1,41.07613,41.07613,102,4189.765,4189.765,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.5822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44.58691,0,42.26011,1,42.26011,0,0,0,0,,,0,0,0,0,42.07613,1,42.07613,43.07613,1,43.07613,40.07613,1,40.07613,39.07613,1,39.07613,,44.58691,0,,44.58691,0,0,,,0,,44.58691,0,,44.58691,0,39.85113,1,0,42.30112,1,0,39.71613,1,0,42.43613,1,47.39553,0,0,42.26191,1,42.26191,0,39.9369,1,42.26191,1,41.07613,1,0,5,0,42.27138,1,42.27138,0,39.7066,1,39.7066,43.16791,1,43.16791,45.81461,1,45.81461,1,5,21.72903,29.66879
Greece,11,PASOK,PASOK,150,2009,6,43.92,160,51.39782,,47.88704,1,47.88704,0,0,1,1,6,,,300,,,,,,,,3,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,51.39782,1,,,,,,,,,,,,0,0,,,1,6,6,6,6,6,0,0,0,0,0,0,0,2293.168,109813.1,5258622,2293.168,109813.1,5258622,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51.39782,0,47.18488,1,47.18488,,51.39782,0,47.00935,1,47.00935,,51.39782,0,46.83381,1,46.83381,,51.39782,0,46.65827,1,46.65827,,51.39782,0,48.5892,1,48.5892,,51.39782,0,48.76474,1,48.76474,,51.39782,0,48.94027,1,48.94027,,51.39782,0,49.11581,1,49.11581,0.5333334,102,44.58691,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5333334,25.53975,25.53975,0,1,47.88704,47.88704,160,7661.926,7661.926,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51.39782,0,49.07102,1,49.07102,0,0,0,0,,,0,0,0,0,48.88704,1,48.88704,49.88704,1,49.88704,46.88704,1,46.88704,45.88704,1,45.88704,,51.39782,0,,51.39782,0,0,,,0,,51.39782,0,,51.39782,0,46.66204,1,0,49.11204,1,0,46.52704,1,0,49.24704,1,44.58691,0,0,49.07282,1,49.07282,0,46.74782,1,49.07282,1,47.88704,1,0,6,0,49.08229,1,49.08229,0,46.51751,1,46.51751,49.97882,1,49.97882,52.62552,1,52.62552,1,6,21.72903,
Greece,11,POLAN,POLAN,153,1993,1,4.87,10,5.699166,3.440565,2.188386,1,2.188386,0,0,0.3333333,0.3333333,1,,,300,,,,,,,,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,5.699166,0,,,,,2,2.94,1,0,0,0,0,0,0,2.94,,1,6,6,2,2,2,0,0,0,0,0,1,0,4.789034,10.48026,22.93485,4.789034,10.48026,22.93485,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.699166,0,1.48623,1,1.48623,,5.699166,0,1.310691,1,1.310691,,5.699166,0,1.135152,1,1.135152,,5.699166,1,0.9596131,1,0.9596131,,5.699166,0,2.890542,1,2.890542,,5.699166,0,3.066081,1,3.066081,,5.699166,0,3.24162,1,3.24162,,5.699166,0,3.417159,1,3.417159,0.0333333,,,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0333333,0.0729462,0.0729462,0,1,2.188386,2.188386,10,21.88386,21.88386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.375055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,5.699166,0,3.372363,1,3.372363,1,1,0,1,5.699166,,0,1,0,0,3.188386,1,3.188386,4.188386,1,4.188386,1.188386,1,1.188386,0.1883862,1,0.1883862,,5.699166,1,,5.699166,0,0,,,1,5.699166,,1,5.699166,,1,0.9633862,1,0,3.413386,1,1,0.8283862,1,0,3.548386,1,,1,0,3.374166,1,3.374166,1,1.049166,1,3.374166,1,2.188386,1,0,1,0,3.38364,1,3.38364,1,0.8188608,1,0.8188608,4.280166,1,4.280166,6.926867,1,6.926867,1,1,21.72903,-18.28846
Greece,11,POLAN,POLAN,153,1996,2,2.94,0,3.440565,,-0.0702155,0,0,1,0,0.3333333,0.3333333,2,,,300,,,,,,,,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,3.440565,,1,,,,,3,,0,0,0,0,,0,0,,1,1,6,6,2,2,2,1,1,1,1,1,1,0,0.0049302,-0.0003462,0.0000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440565,,0,-0.7723715,0,0,3.440565,,0,-0.9479105,0,0,3.440565,,0,-1.123449,0,0,3.440565,,0,-1.298988,0,0,,3.440565,1,0.6319405,1,0.6319405,,3.440565,1,0.8074796,1,0.8074796,,3.440565,1,0.9830186,1,0.9830186,,3.440565,1,1.158558,1,1.158558,0,10,5.699166,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.0702155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,3.440565,1,1.113762,1,1.113762,1,1,1,0,,,1,1,1,1,0.9297845,1,0.9297845,1.929785,1,1.929785,-1.070215,0,0,-2.070215,0,0,,,0,,3.440565,1,1,,3.440565,0,3.440565,,0,3.440565,,0,-1.295215,0,1,1.154785,1,0,-1.430215,0,1,1.289785,1,5.699166,0,1,1.115565,1,1.115565,0,-1.209435,0,0,0,0,0,1,2,1,1.125038,1,1.125038,0,-1.439741,0,0,2.021565,1,2.021565,4.668265,0,0,0,2,21.72903,
Greece,11,SYN,SYN,189,1993,1,2.93,0,3.428862,5.991731,-0.0819182,0,0,0,0,1,1,1,,,300,,,,,,,,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,3.428862,,0,3.744832,3.861858,5.89811,5.383196,2,5.12,1,1,1,1,1,0,0,5.12,,1,6,6,6,6,6,1,1,1,1,1,1,0,0.0067106,-0.0005497,0.000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.428862,,0,-0.7840742,0,0,3.428862,,0,-0.9596133,0,0,3.428862,,0,-1.135152,0,0,3.428862,,0,-1.310691,0,0,,3.428862,1,0.6202378,1,0.6202378,,3.428862,1,0.7957768,1,0.7957768,,3.428862,1,0.9713158,1,0.9713158,,3.428862,1,1.146855,1,1.146855,0,,,0,0,,4.532807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.0819182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.176111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,3.428862,1,1.102059,1,1.102059,1,1,1,0,,,1,1,1,1,0.9180818,1,0.9180818,1.918082,1,1.918082,-1.081918,0,0,-2.081918,0,0,,,0,,3.428862,1,1,,3.428862,0,3.428862,,0,3.428862,,0,-1.306918,0,1,1.143082,1,0,-1.441918,0,1,1.278082,1,,1,1,1.103862,1,1.103862,0,-1.221138,0,0,0,0,0,1,1,1,1.113336,1,1.113336,0,-1.451444,0,0,2.009862,1,2.009862,4.656562,0,0,0,1,21.72903,-15.7373
Greece,11,SYN,SYN,189,1996,2,5.12,10,5.991731,3.744832,2.480951,1,2.480951,0,0,1,1,2,,,300,,,,,,,,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,5.991731,0,3.861858,5.89811,5.383196,,3,3.2,1,1,1,1,,0,0,3.2,,1,6,6,6,6,6,0,0,0,0,0,0,0,6.155118,15.27055,37.88548,6.155118,15.27055,37.88548,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.991731,0,1.778795,1,1.778795,,5.991731,0,1.603256,1,1.603256,,5.991731,0,1.427717,1,1.427717,,5.991731,0,1.252178,1,1.252178,,5.991731,0,3.183107,1,3.183107,,5.991731,0,3.358646,1,3.358646,,5.991731,0,3.534185,1,3.534185,,5.991731,0,3.709724,1,3.709724,0.0333333,0,3.428862,1,0,1,4.5016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0333333,0.0826984,0.0826984,0,1,2.480951,2.480951,10,24.80951,24.80951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.070788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.991731,0,3.664928,1,3.664928,1,0,0,1,,5.991731,0,0,0,0,3.480951,1,3.480951,4.480951,1,4.480951,1.480951,1,1.480951,0.4809511,1,0.4809511,,5.991731,1,,5.991731,0,0,,,1,,5.991731,1,5.991731,,0,1.255951,1,0,3.705951,1,1,1.120951,1,0,3.840951,1,3.428862,0,0,3.666731,1,3.666731,0,1.341731,1,3.666731,1,2.480951,1,0,2,0,3.676205,1,3.676205,1,1.111426,1,1.111426,4.572731,1,4.572731,7.219431,1,7.219431,1,2,21.72903,-17.9842
Greece,11,SYN,SYN,189,2000,3,3.2,6,3.744832,3.861858,0.2340522,1,0.2340522,0,0,1,1,3,,,300,,,,,,,,3,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,3.744832,0,5.89811,5.383196,,,4,3.3,1,1,1,,,0,0,3.3,,1,6,6,6,6,6,1,1,1,1,1,1,0,0.0547804,0.0128215,0.0030009,0.0547804,0.0128215,0.0030009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.744832,,1,-0.4681038,0,0,3.744832,,1,-0.6436428,0,0,3.744832,,1,-0.8191819,0,0,3.744832,,1,-0.9947209,0,0,,3.744832,0,0.9362082,1,0.9362082,,3.744832,0,1.111747,1,1.111747,,3.744832,0,1.287286,1,1.287286,,3.744832,0,1.462825,1,1.462825,0.02,10,5.991731,1,1,1,5.047721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02,0.004681,0.004681,1,1,0.2340522,0.2340522,6,1.404313,1.404313,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9537618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,3.744832,0,1.418029,1,1.418029,1,1,1,1,3.744832,,1,1,1,0,1.234052,1,1.234052,2.234052,1,2.234052,-0.7659478,0,0,-1.765948,0,0,3.744832,,1,,3.744832,0,0,,,1,3.744832,,1,3.744832,,1,-0.9909478,0,0,1.459052,1,1,-1.125948,0,0,1.594052,1,5.991731,0,0,1.419832,1,1.419832,1,-0.9051677,0,0,1,0.2340522,1,1,3,0,1.429306,1,1.429306,1,-1.135473,0,0,2.325832,1,2.325832,4.972532,0,0,1,3,21.72903,-17.86717
Greece,11,SYN,SYN,189,2004,4,3.3,6,3.861858,5.89811,0.351078,1,0.351078,0,0,1,1,4,,,300,,,,,,,,3,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,3.861858,0,5.383196,,,,5,5.04,1,1,,,,0,0,5.04,,1,6,6,6,6,6,1,1,1,1,1,1,0,0.1232558,0.0432724,0.015192,0.1232558,0.0432724,0.015192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861858,,1,-0.351078,0,0,3.861858,,1,-0.526617,0,0,3.861858,,1,-0.702156,0,0,3.861858,,1,-0.877695,0,0,,3.861858,0,1.053234,1,1.053234,,3.861858,0,1.228773,1,1.228773,,3.861858,0,1.404312,1,1.404312,,3.861858,0,1.579851,1,1.579851,0.02,6,3.744832,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02,0.0070216,0.0070216,1,1,0.351078,0.351078,6,2.106468,2.106468,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,3.861858,0,1.535055,1,1.535055,1,1,1,1,3.861858,,1,1,1,0,1.351078,1,1.351078,2.351078,1,2.351078,-0.648922,0,0,-1.648922,0,0,3.861858,,1,,3.861858,0,0,,,1,3.861858,,1,3.861858,,1,-0.873922,0,0,1.576078,1,1,-1.008922,0,0,1.711078,1,3.744832,0,0,1.536858,1,1.536858,1,-0.7881418,0,0,1,0.351078,1,1,4,0,1.546332,1,1.546332,1,-1.018447,0,0,2.442858,1,2.442858,5.089558,0,0,1,4,21.72903,-15.83092
Greece,11,SYN,SYN,189,2007,5,5.04,14,5.89811,5.383196,2.38733,1,2.38733,0,0,1,1,5,,,300,,,,,,,,3,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,5.89811,0,,,,,6,4.6,1,,,,,0,0,4.6,,1,6,6,6,6,6,0,0,0,0,0,1,0,5.699346,13.60622,32.48254,5.699346,13.60622,32.48254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.89811,0,1.685174,1,1.685174,,5.89811,0,1.509635,1,1.509635,,5.89811,0,1.334096,1,1.334096,,5.89811,1,1.158557,1,1.158557,,5.89811,0,3.089486,1,3.089486,,5.89811,0,3.265025,1,3.265025,,5.89811,0,3.440564,1,3.440564,,5.89811,0,3.616103,1,3.616103,0.0466667,6,3.861858,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0466667,0.1114087,0.1114087,0,1,2.38733,2.38733,14,33.42262,33.42262,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5675759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,5.89811,0,3.571307,1,3.571307,1,1,0,1,5.89811,,0,1,0,0,3.38733,1,3.38733,4.38733,1,4.38733,1.38733,1,1.38733,0.3873303,1,0.3873303,,5.89811,1,,5.89811,0,0,,,1,5.89811,,1,5.89811,,1,1.16233,1,0,3.61233,1,1,1.02733,1,0,3.74733,1,3.861858,0,0,3.57311,1,3.57311,1,1.24811,1,3.57311,1,2.38733,1,0,5,0,3.582584,1,3.582584,1,1.017805,1,1.017805,4.47911,1,4.47911,7.125811,1,7.125811,1,5,21.72903,-16.34583
Greece,11,SYN,SYN,189,2009,6,4.6,13,5.383196,,1.872416,1,1.872416,0,0,1,1,6,,,300,,,,,,,,3,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,,5.383196,1,,,,,,,,,,,,0,0,,,1,6,6,6,6,6,0,0,0,0,0,1,0,3.505941,6.564579,12.29162,3.505941,6.564579,12.29162,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.383196,0,1.17026,1,1.17026,,5.383196,0,0.9947208,1,0.9947208,,5.383196,1,0.8191817,1,0.8191817,,5.383196,1,0.6436427,1,0.6436427,,5.383196,0,2.574572,1,2.574572,,5.383196,0,2.750111,1,2.750111,,5.383196,0,2.92565,1,2.92565,,5.383196,0,3.101189,1,3.101189,0.0433333,14,5.89811,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0433333,0.081138,0.081138,0,1,1.872416,1.872416,13,24.34141,24.34141,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,5.383196,0,3.056393,1,3.056393,1,1,0,1,5.383196,,0,1,0,0,2.872416,1,2.872416,3.872416,1,3.872416,0.8724158,1,0.8724158,-0.1275842,0,0,,5.383196,1,,5.383196,0,0,,,1,5.383196,,1,5.383196,,1,0.6474158,1,0,3.097416,1,1,0.5124158,1,0,3.232416,1,5.89811,0,0,3.058196,1,3.058196,1,0.7331959,1,3.058196,1,1.872416,1,1,6,0,3.06767,1,3.06767,1,0.5028904,1,0.5028904,3.964196,1,3.964196,6.610896,1,6.610896,1,6,21.72903,
Hungary,12,ASZ,ASZ,10,1990,1,3.1,1,2.720855,1.474528,-0.7899256,0,0,0,0,0.3333333,0.3333333,,,,386,,,,,,,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.51078,2.720855,,0,,,,,2,2.1,1,0,0,0,0,1,0,2.1,,1,6,6,2,2,2,0,1,1,1,1,1,0,0.6239824,-0.4928997,0.3893541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.720855,,0,-1.492082,0,0,2.720855,,0,-1.667621,0,0,2.720855,,0,-1.84316,0,0,2.720855,,0,-2.018699,0,0,2.720855,,1,-0.0877696,0,0,,2.720855,1,0.0877694,1,0.0877694,,2.720855,1,0.2633085,1,0.2633085,,2.720855,1,0.4388475,1,0.4388475,0.0025907,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0020464,0,0,0,0,0,0,-0.7899256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.6582713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,2.720855,1,0.3940516,1,0.3940516,1,1,1,0,,,1,1,1,1,0.2100744,1,0.2100744,1.210074,1,1.210074,-1.789926,0,0,-2.789926,0,0,,,0,,2.720855,1,1,,2.720855,0,2.720855,,0,2.720855,,0,-2.014925,0,1,0.4350744,1,0,-2.149925,0,1,0.5700744,1,,1,1,0.3958545,1,0.3958545,0,-1.929145,0,0,0,0,1,1,1,1,0.4053283,1,0.4053283,0,-2.159451,0,0,1.301854,1,1.301854,3.948555,0,0,1,1,8.591509,-7.116982
Hungary,12,ASZ,ASZ,10,1994,2,2.1,1,1.474528,,-2.036252,0,0,0,0,0.3333333,0.3333333,,,,386,,,,,,,,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.51078,1.474528,,1,,,,,3,,0,0,0,0,,1,0,,,1,6,6,2,2,2,0,0,0,0,0,1,0,4.146324,-8.442963,17.19201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474528,,0,-2.738409,0,0,1.474528,,0,-2.913948,0,0,1.474528,,0,-3.089487,0,0,1.474528,,0,-3.265026,0,0,1.474528,,0,-1.334096,0,0,1.474528,,0,-1.158557,0,0,1.474528,,1,-0.9830185,0,0,1.474528,,1,-0.8074794,0,0,0.0025907,1,2.720855,1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0052753,0,0,0,0,0,0,-2.036252,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.474528,,1,-0.8522753,0,0,1,1,0,0,,,0,1,0,1,-1.036252,0,0,-0.0362525,0,0,-3.036252,0,0,-4.036252,0,0,,,0,1.474528,,1,1,,1.474528,0,1.474528,,0,1.474528,,0,-3.261252,0,1,-0.8112525,0,0,-3.396252,0,1,-0.6762525,0,2.720855,0,1,-0.8504724,0,0,0,-3.175472,0,0,0,0,1,1,2,1,-0.8409986,0,0,0,-3.405778,0,0,0.0555276,0,0,2.702228,0,0,1,2,8.591509,
